"KOD";"PORC_ADB";"PORC_SOUR";"X_JTSK";"Y_JTSK";"Z1";"Z2";"Z3";"SNIZ_POD";"OKRAJ";"V_SYST"
"P1/PRAHA - MA/2013/623";1;1;744215,3;1,042612e+06;224,26;223,70;224,00;1;0;
"P1/PRAHA - MA/2013/623";1;2;744216,0;1,042616e+06;;0,00;0,00;0;0;
"P1/PRAHA - MA/2013/702";0;1;744353,6;1,042627e+06;237,20;235,10;;0;0;
"P1/PRAHA - MA/2013/702";0;2;744356,1;1,04264e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2013/813";1;1;743875,6;1,043082e+06;188,44;187,10;0,00;0;1;
"P1/PRAHA - MA/2013/813";1;2;743873,1;1,043082e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2013/813";1;3;743872,9;1,043086e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2013/813";1;4;743875,6;1,043086e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2013/813";2;5;743865,8;1,043083e+06;187,76;0,00;0,00;0;0;
"P1/PRAHA - MA/2013/813";3;6;743865,0;1,043085e+06;188,44;186,60;0,00;0;1;
"P1/PRAHA - MA/2013/813";3;7;743864,8;1,043092e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2013/813";3;8;743868,8;1,043092e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2013/813";3;9;743868,8;1,043087e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2013/813";4;10;743863,3;1,043088e+06;190,22;187,28;0,00;0;0;
"P1/PRAHA - MA/2013/813";5;11;743865,6;1,043081e+06;187,76;186,72;0,00;0;0;
"P1/PRAHA - MA/2013/813";5;12;743864,8;1,043077e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2013/813";5;13;743867,3;1,043077e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - MA/2013/813";6;14;743872,9;1,043087e+06;190,30;188,98;0,00;0;1;
"P1/PRAHA - MA/2013/813";6;15;743868,1;1,043087e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2013/813";6;16;743898,1;1,043089e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2013/813";6;17;743872,6;1,043089e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - MA/2013/813";7;18;743864,1;1,043096e+06;190,53;0,00;0,00;0;0;
"P1/PRAHA - NO/2004/481";1;1;742645,0;1,04387e+06;198,74;194,00;194,22;0;0;
"P1/PRAHA - NO/2004/530";1;1;742649,0;1,043872e+06;198,74;193,94;194,04;0;0;
"P1/PRAHA - NO/2004/538";1;1;742752,0;1,043839e+06;197,97;196,17;;0;0;
"P1/PRAHA - NO/2004/943";1;1;742665,0;1,043859e+06;198,40;193,34;193,68;0;0;
"P1/PRAHA - NO/2004/960";1;1;742639,0;1,043881e+06;199,03;194,08;194,86;0;0;
"P1/PRAHA - NO/2004/998";1;1;742610,7;1,043903e+06;201,80;190,14;197,97;0;1;
"P1/PRAHA - NO/2004/998";1;2;742606,4;1,043906e+06;201,80;190,14;197,97;0;1;
"P1/PRAHA - NO/2004/998";1;3;742608,4;1,043909e+06;201,80;190,14;197,97;0;1;
"P1/PRAHA - NO/2004/998";1;4;742612,9;1,043905e+06;201,80;190,14;197,97;0;1;
"P1/PRAHA - NO/2005/740";1;1;742698,8;1,04382e+06;197,96;186,10;191,50;0;1;
"P1/PRAHA - NO/2005/740";1;2;742692,3;1,043826e+06;197,96;186,10;191,50;0;1;
"P1/PRAHA - NO/2005/740";1;3;742694,6;1,043827e+06;197,96;186,10;191,50;0;1;
"P1/PRAHA - NO/2005/740";1;4;742700,9;1,043823e+06;197,96;186,10;191,50;0;1;
"P1/PRAHA - NO/2005/980";1;1;742596,9;1,04391e+06;202,35;198,45;200,61;0;1;
"P1/PRAHA - NO/2005/980";1;2;742593,9;1,043912e+06;202,35;198,45;200,61;0;1;
"P1/PRAHA - NO/2005/980";1;3;742597,3;1,043918e+06;202,35;198,45;200,61;0;1;
"P1/PRAHA - NO/2005/980";1;4;742600,3;1,043917e+06;202,35;198,45;200,61;0;1;
"P1/PRAHA - NO/2008/952";1;1;742348,8;1,043416e+06;196,99;196,00;;0;0;
"P1/PRAHA - NO/2008/952";2;1;742354,0;1,043419e+06;196,99;196,00;;0;0;
"P1/PRAHA - NO/2008/952";3;1;742359,3;1,043422e+06;196,99;196,00;;0;0;
"P1/PRAHA - NO/2010/111";1;1;742973,0;1,043689e+06;196,15;192,60;193,90;0;1;
"P1/PRAHA - NO/2010/111";1;2;742973,0;1,043688e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/111";1;3;742976,0;1,043688e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/111";1;4;742976,0;1,043689e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/137";1;1;743050,0;1,043498e+06;194,93;193,13;0,00;0;0;
"P1/PRAHA - NO/2010/137";2;1;743101,0;1,044184e+06;205,16;203,82;204,02;0;0;
"P1/PRAHA - NO/2010/137";3;1;743078,0;1,044105e+06;202,86;201,44;0,00;0;0;
"P1/PRAHA - NO/2010/137";4;1;742873,0;1,044325e+06;213,60;212,40;212,40;0;0;
"P1/PRAHA - NO/2010/137";4;2;742875,0;1,044323e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/137";4;3;742875,0;1,044323e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/137";4;4;742873,0;1,044324e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/137";5;1;743136,0;1,043843e+06;195,90;194,90;0,00;0;0;
"P1/PRAHA - NO/2010/137";6;1;743074,0;1,043709e+06;195,16;194,06;0,00;0;0;
"P1/PRAHA - NO/2010/137";6;2;743081,0;1,043711e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/137";7;1;743132,0;1,04372e+06;195,00;194,09;0,00;0;0;
"P1/PRAHA - NO/2010/137";7;2;743139,0;1,04372e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/291";1;1;743105,0;1,044009e+06;198,20;195,56;196,20;0;0;
"P1/PRAHA - NO/2010/291";2;1;743158,0;1,044023e+06;198,08;195,90;196,74;0;1;
"P1/PRAHA - NO/2010/291";2;2;743152,0;1,044021e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";2;3;743149,0;1,044027e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";2;4;743155,0;1,044029e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";3;1;743428,0;1,044049e+06;193,80;191,48;190,72;0;1;
"P1/PRAHA - NO/2010/291";3;2;743424,0;1,044049e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";3;3;743424,0;1,044056e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";3;4;743428,0;1,044057e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";4;1;743409,0;1,044054e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";4;2;743406,0;1,044054e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";4;3;743406,0;1,044058e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";4;4;743410,0;1,044058e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";5;1;743293,0;1,04405e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";5;2;743288,0;1,044049e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";5;3;743287,0;1,044057e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";5;4;743292,0;1,044058e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";6;1;743092,0;1,044008e+06;197,86;196,18;0,00;0;0;
"P1/PRAHA - NO/2010/291";6;2;743081,0;1,044005e+06;197,76;196,10;0,00;0;0;
"P1/PRAHA - NO/2010/291";7;1;743306,0;1,044049e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";7;2;743303,0;1,044049e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";7;3;743302,0;1,044054e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";7;4;743306,0;1,044054e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";8;1;743076,0;1,044028e+06;199,80;196,60;196,82;0;1;
"P1/PRAHA - NO/2010/291";8;2;743072,0;1,044029e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";8;3;743072,0;1,044033e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";8;4;743077,0;1,044034e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";9;1;743065,0;1,04395e+06;197,40;194,70;195,60;0;1;
"P1/PRAHA - NO/2010/291";9;2;743062,0;1,043951e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";9;3;743062,0;1,043953e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";9;4;743066,0;1,043953e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";10;1;743066,0;1,043969e+06;197,80;194,60;194,90;0;1;
"P1/PRAHA - NO/2010/291";10;2;743063,0;1,04397e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";10;3;743064,0;1,043973e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";10;4;743067,0;1,043973e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/291";11;1;743064,0;1,043956e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/291";11;2;743065,0;1,043966e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/337";0;1;743220,0;1,043901e+06;;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/337";0;2;743195,0;1,043895e+06;;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/337";0;3;743191,0;1,043911e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/337";0;4;743213,0;1,043919e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/365";1;1;743019,0;1,043632e+06;196,30;184,40;192,80;0;1;
"P1/PRAHA - NO/2010/365";1;2;743012,0;1,043629e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";1;3;742979,0;1,043628e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";1;4;742979,0;1,043625e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";1;5;742965,0;1,043625e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";1;6;742964,0;1,043633e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";1;7;742975,0;1,043634e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";1;8;742993,0;1,043634e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";1;9;742994,0;1,043644e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";1;10;742997,0;1,043644e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";1;11;743000,0;1,043659e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";1;12;743014,0;1,043659e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";2;1;743013,0;1,043673e+06;195,80;189,50;193,00;0;1;
"P1/PRAHA - NO/2010/365";2;2;742997,0;1,04367e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";2;3;742997,0;1,043689e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";2;4;743011,0;1,043689e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";3;1;742955,0;1,043643e+06;196,30;186,20;193,30;0;1;
"P1/PRAHA - NO/2010/365";3;2;742925,0;1,043643e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";3;3;742925,0;1,043664e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";3;4;742955,0;1,043664e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";4;1;742943,0;1,04367e+06;196,20;184,30;193,50;0;1;
"P1/PRAHA - NO/2010/365";4;2;742928,0;1,04367e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";4;3;742930,0;1,043691e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";4;4;742934,0;1,043693e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";4;5;742937,0;1,043693e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";4;6;742943,0;1,043686e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";5;1;742961,0;1,043685e+06;196,30;188,30;192,90;0;1;
"P1/PRAHA - NO/2010/365";5;2;742949,0;1,043685e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";5;3;742949,0;1,043694e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";5;4;742961,0;1,043694e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";6;1;742916,0;1,043687e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/365";7;1;742910,0;1,043662e+06;196,40;193,20;0,00;0;1;
"P1/PRAHA - NO/2010/365";7;2;742906,0;1,043663e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";7;3;742907,0;1,043666e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";7;4;742911,0;1,043665e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";8;1;742907,0;1,043667e+06;196,40;190,70;193,60;0;1;
"P1/PRAHA - NO/2010/365";8;2;742905,0;1,043667e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";8;3;742905,0;1,043671e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/365";8;4;742907,0;1,043671e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2010/452";1;1;742913,1;1,043535e+06;196,33;191,90;192,88;0;1;
"P1/PRAHA - NO/2010/452";1;2;742912,8;1,043538e+06;196,25;191,90;192,87;0;1;
"P1/PRAHA - NO/2010/452";1;3;742915,4;1,043538e+06;196,23;191,90;192,86;0;1;
"P1/PRAHA - NO/2010/452";1;4;742915,8;1,043536e+06;196,35;191,90;192,86;0;1;
"P1/PRAHA - NO/2010/812";1;1;742758,8;1,043448e+06;;;;0;1;
"P1/PRAHA - NO/2010/812";1;2;742743,6;1,043468e+06;;;;0;1;
"P1/PRAHA - NO/2010/812";1;3;742758,4;1,043481e+06;;;;0;1;
"P1/PRAHA - NO/2010/812";1;4;742774,6;1,043461e+06;;;;0;1;
"P1/PRAHA - NO/2010/815";0;1;743396,0;1,043724e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2010/832";1;1;742953,0;1,043697e+06;196,09;193,22;193,93;0;0;
"P1/PRAHA - NO/2010/832";1;2;742924,0;1,043705e+06;196,17;193,12;194,49;0;0;
"P1/PRAHA - NO/2010/986";1;1;741643,7;1,043259e+06;194,39;192,50;194,00;1;1;
"P1/PRAHA - NO/2010/986";1;2;741639,1;1,04326e+06;194,40;192,50;194,00;1;1;
"P1/PRAHA - NO/2010/986";1;3;741639,6;1,043264e+06;194,44;192,50;194,00;1;1;
"P1/PRAHA - NO/2010/986";1;4;741644,2;1,043263e+06;194,41;192,50;194,00;1;1;
"P1/PRAHA - NO/2010/986";2;1;741639,1;1,043259e+06;194,40;193,50;193,90;1;1;
"P1/PRAHA - NO/2010/986";3;1;741636,5;1,043251e+06;194,38;193,48;;0;0;
"P1/PRAHA - NO/2010/986";4;1;741633,8;1,043243e+06;194,36;193,46;193,86;1;0;
"P1/PRAHA - NO/2010/986";5;1;741631,9;1,043242e+06;194,46;193,66;193,85;1;0;
"P1/PRAHA - NO/2010/986";6;1;741629,9;1,043241e+06;194,46;193,66;193,85;1;0;
"P1/PRAHA - NO/2010/986";7;1;741611,7;1,04324e+06;194,50;193,70;;0;0;
"P1/PRAHA - NO/2010/986";8;1;741595,2;1,043233e+06;194,61;193,81;;0;0;
"P1/PRAHA - NO/2010/986";9;1;741549,0;1,043237e+06;194,60;;;0;0;
"P1/PRAHA - NO/2011/254";0;1;743135,0;1,04377e+06;195,30;193,00;0,00;0;0;
"P1/PRAHA - NO/2011/463";1;1;742563,3;1,043386e+06;196,50;188,50;;0;0;
"P1/PRAHA - NO/2011/463";1;2;742554,3;1,043399e+06;196,50;188,50;193,45;0;0;
"P1/PRAHA - NO/2011/463";1;3;742608,7;1,043439e+06;196,50;188,50;;0;0;
"P1/PRAHA - NO/2011/463";1;4;742610,6;1,043436e+06;196,50;188,50;;0;0;
"P1/PRAHA - NO/2011/463";1;5;742620,0;1,043443e+06;196,50;188,50;;0;0;
"P1/PRAHA - NO/2011/463";1;6;742619,6;1,043444e+06;196,50;188,50;;0;0;
"P1/PRAHA - NO/2011/463";1;7;742629,1;1,043451e+06;196,50;188,50;;0;0;
"P1/PRAHA - NO/2011/463";1;8;742644,1;1,04343e+06;196,50;188,50;;0;0;
"P1/PRAHA - NO/2011/463";1;9;742633,3;1,043423e+06;196,50;188,50;;0;0;
"P1/PRAHA - NO/2011/463";1;10;742630,4;1,043427e+06;196,50;188,50;;0;0;
"P1/PRAHA - NO/2011/463";1;11;742591,4;1,043398e+06;196,50;188,50;;0;0;
"P1/PRAHA - NO/2011/463";1;12;742586,8;1,043405e+06;196,50;188,50;;0;0;
"P1/PRAHA - NO/2011/575";1;1;742374,0;1,043452e+06;192,89;191,50;0,00;0;0;
"P1/PRAHA - NO/2011/575";1;2;742371,6;1,043456e+06;192,89;191,50;0,00;0;0;
"P1/PRAHA - NO/2011/575";1;3;742373,3;1,043457e+06;192,89;191,50;0,00;0;0;
"P1/PRAHA - NO/2011/575";1;4;742375,6;1,043453e+06;192,89;191,50;0,00;0;0;
"P1/PRAHA - NO/2011/575";2;1;742387,2;1,043443e+06;196,67;191,30;;0;0;
"P1/PRAHA - NO/2011/575";2;2;742386,1;1,043445e+06;196,67;191,30;;0;0;
"P1/PRAHA - NO/2011/575";2;3;742387,0;1,043445e+06;196,67;191,30;;0;0;
"P1/PRAHA - NO/2011/575";2;4;742388,0;1,043443e+06;196,67;191,30;;0;0;
"P1/PRAHA - NO/2011/579";1;1;743493,1;1,043617e+06;191,25;0,00;0,00;0;0;
"P1/PRAHA - NO/2011/579";2;4;743461,3;1,043718e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2011/579";2;5;743458,8;1,043728e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2011/579";2;6;743465,1;1,043719e+06;189,70;187,10;0,00;0;0;
"P1/PRAHA - NO/2011/579";3;2;743464,3;1,043681e+06;191,25;186,00;0,00;0;0;
"P1/PRAHA - NO/2011/579";3;3;743465,6;1,043696e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2011/579";3;7;743489,4;1,04369e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2011/579";3;8;743493,1;1,043672e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2012/401";1;1;742346,6;1,043141e+06;194,30;187,30;;1;1;
"P1/PRAHA - NO/2012/401";1;2;742345,4;1,043143e+06;194,30;187,30;;1;1;
"P1/PRAHA - NO/2012/401";1;3;742348,1;1,043144e+06;194,30;187,30;;1;1;
"P1/PRAHA - NO/2012/401";1;4;742349,3;1,043143e+06;194,30;187,30;;1;1;
"P1/PRAHA - NO/2012/422";1;1;742800,9;1,043477e+06;;;;1;1;
"P1/PRAHA - NO/2012/422";1;2;742799,5;1,043479e+06;;;;1;1;
"P1/PRAHA - NO/2012/422";1;3;742801,8;1,043481e+06;;;;1;1;
"P1/PRAHA - NO/2012/422";1;4;742803,3;1,043479e+06;;;;1;1;
"P1/PRAHA - NO/2012/717";1;1;743161,4;1,043708e+06;0,00;0,00;0,00;1;1;
"P1/PRAHA - NO/2012/717";1;2;743156,7;1,043708e+06;0,00;0,00;0,00;1;1;
"P1/PRAHA - NO/2012/717";1;3;743148,3;1,043705e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2012/717";1;4;743146,9;1,043711e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2012/717";1;5;743138,8;1,043709e+06;0,00;0,00;0,00;1;1;
"P1/PRAHA - NO/2012/717";1;6;743137,2;1,043719e+06;0,00;0,00;0,00;1;1;
"P1/PRAHA - NO/2012/717";1;7;743152,8;1,043722e+06;0,00;0,00;0,00;1;1;
"P1/PRAHA - NO/2012/717";1;8;743161,0;1,043721e+06;0,00;0,00;0,00;1;1;
"P1/PRAHA - NO/2012/717";1;9;743160,6;1,043713e+06;0,00;0,00;0,00;1;1;
"P1/PRAHA - NO/2012/738";1;1;742963,9;1,043631e+06;196,02;192,55;193,16;0;1;
"P1/PRAHA - NO/2012/738";1;2;742942,9;1,043631e+06;193,50;192,79;193,16;0;1;
"P1/PRAHA - NO/2012/738";1;3;742939,9;1,043634e+06;193,26;192,98;193,20;0;1;
"P1/PRAHA - NO/2012/738";1;4;742939,9;1,043637e+06;193,10;193,10;0,00;0;1;
"P1/PRAHA - NO/2012/738";1;5;742942,9;1,04364e+06;193,26;190,14;193,16;0;1;
"P1/PRAHA - NO/2012/738";1;6;742948,9;1,04364e+06;193,03;190,46;192,48;1;1;
"P1/PRAHA - NO/2012/738";1;7;742948,9;1,043643e+06;196,02;190,46;192,48;1;1;
"P1/PRAHA - NO/2012/738";1;8;742963,9;1,043643e+06;196,27;191,58;193,38;0;1;
"P1/PRAHA - NO/2012/738";2;1;743014,9;1,043658e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2012/738";2;2;742996,9;1,043658e+06;196,05;191,70;0,00;0;1;
"P1/PRAHA - NO/2012/738";2;3;742996,9;1,043673e+06;196,05;191,70;0,00;0;1;
"P1/PRAHA - NO/2012/738";2;4;743014,9;1,043673e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2012/738";3;1;742932,7;1,043663e+06;194,70;184,72;193,24;0;0;
"P1/PRAHA - NO/2012/738";4;1;743016,3;1,043661e+06;196,05;191,83;192,87;0;0;
"P1/PRAHA - NO/2012/738";4;2;743012,8;1,043689e+06;196,00;190,90;192,66;1;0;
"P1/PRAHA - NO/2012/738";4;3;742981,4;1,043689e+06;196,20;192,87;193,76;0;0;
"P1/PRAHA - NO/2012/827";1;1;742723,0;1,043536e+06;196,96;195,26;0,00;0;0;
"P1/PRAHA - NO/2012/827";1;2;742722,0;1,043536e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2012/827";1;3;742722,0;1,043535e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2012/827";1;4;742723,0;1,043535e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2012/827";2;1;742710,0;1,043536e+06;196,99;196,68;0,00;0;0;
"P1/PRAHA - NO/2012/827";2;2;742706,0;1,043536e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2012/827";2;3;742706,0;1,043534e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2012/827";2;4;742710,0;1,043534e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2012/827";3;1;742724,0;1,043543e+06;197,70;0,00;0,00;0;0;
"P1/PRAHA - NO/2012/827";3;2;742712,0;1,043542e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2012/827";3;3;742712,0;1,04354e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2012/827";3;4;742724,0;1,043541e+06;0,00;0,00;0,00;0;0;
"P1/PRAHA - NO/2013/675";1;1;743234,0;1,043829e+06;194,80;193,20;193,30;0;0;
"P1/PRAHA - NO/2013/675";1;2;743222,0;1,043824e+06;195,30;192,90;193,35;0;0;
"P1/PRAHA - NO/2013/675";1;3;743221,0;1,043825e+06;195,30;192,90;193,35;0;0;
"P1/PRAHA - NO/2013/675";1;4;743220,0;1,043826e+06;195,30;192,86;193,34;0;0;
"P1/PRAHA - NO/2013/675";1;5;743220,0;1,043828e+06;195,30;192,86;193,34;0;0;
"P1/PRAHA - NO/2013/675";1;6;743220,0;1,04383e+06;195,30;192,40;192,40;1;0;
"P1/PRAHA - NO/2013/675";1;7;743223,0;1,04383e+06;194,92;193,22;193,32;0;0;
"P1/PRAHA - NO/2013/675";1;8;743231,0;1,043834e+06;194,90;193,10;193,20;0;0;
"P1/PRAHA - NO/2013/675";1;9;743232,0;1,043832e+06;194,80;193,00;193,00;1;0;
"P1/PRAHA - NO/2013/675";1;10;743234,0;1,043833e+06;194,80;193,00;193,00;1;0;
"P1/PRAHA - NO/2013/675";1;11;743234,0;1,043831e+06;194,80;193,00;193,00;1;0;
"P1/PRAHA - NO/2013/675";1;12;743233,0;1,043831e+06;194,80;193,00;193,00;1;0;
"P1/PRAHA - NO/2013/675";1;13;743231,0;1,043813e+06;195,28;193,10;193,32;0;0;
"P1/PRAHA - NO/2013/675";1;14;743207,0;1,04381e+06;195,39;193,20;0,00;0;0;
"P1/PRAHA - NO/2013/675";1;15;743206,0;1,04382e+06;195,39;192,25;0,00;0;0;
"P1/PRAHA - NO/2013/675";1;16;743206,0;1,043822e+06;195,39;192,25;0,00;0;0;
"P1/PRAHA - NO/2013/675";1;17;743211,0;1,043833e+06;195,29;193,10;0,00;0;0;
"P1/PRAHA - NO/2013/729";1;1;742997,3;1,043689e+06;195,69;192,76;193,30;0;1;
"P1/PRAHA - NO/2013/729";1;2;742995,8;1,043689e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2013/729";1;3;742995,6;1,043692e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2013/729";1;4;742997,4;1,043692e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2013/729";2;5;742997,0;1,043688e+06;195,69;192,70;193,30;0;1;
"P1/PRAHA - NO/2013/729";2;6;742997,1;1,04369e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2013/729";2;7;742994,9;1,04369e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2013/729";2;8;742994,9;1,043688e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2013/920";1;1;742962,6;1,043696e+06;196,06;194,19;0,00;0;1;
"P1/PRAHA - NO/2013/920";1;2;742961,6;1,043696e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2013/920";1;3;742960,8;1,043692e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2013/920";1;4;742961,9;1,043692e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2013/920";2;5;742959,7;1,043695e+06;195,90;193,00;193,62;0;1;
"P1/PRAHA - NO/2013/920";2;6;742957,9;1,043695e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2013/920";2;7;742957,4;1,043693e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - NO/2013/920";2;8;742959,4;1,043693e+06;0,00;0,00;0,00;0;1;
"P1/PRAHA - ST/2010/149";1;1;743128,0;1,043018e+06;189,02;186,27;0,00;0;0;
"P1/PRAHA - ST/2010/149";1;2;743126,0;1,043019e+06;0,00;0,00;0,00;0;0;
