"KOD";"PORC_ADB";"PORC_SOUR";"X_JTSK";"Y_JTSK";"Z1";"Z2";"Z3";"SNIZ_POD";"OKRAJ";"V_SYST"
"P2/PRAHA - NO/2013/788";5;3;742868,0;1,044872e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";5;4;742865,0;1,044871e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";5;5;742866,0;1,044872e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";6;1;742866,0;1,044873e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";6;2;742866,0;1,044879e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";7;1;742867,0;1,044879e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";7;2;742865,0;1,04488e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";7;3;742860,0;1,04488e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";8;1;742860,0;1,04488e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";8;2;742859,0;1,044879e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";8;3;742860,0;1,044878e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";8;4;742857,0;1,044878e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";8;5;742857,0;1,044874e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";8;6;742860,0;1,044874e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";8;7;742859,0;1,044872e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";8;8;742860,0;1,044872e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";9;1;742895,0;1,044885e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";9;2;742888,0;1,044884e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";9;3;742888,0;1,044884e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";9;4;742881,0;1,044883e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";9;5;742881,0;1,044883e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";9;6;742860,0;1,044881e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";10;1;742888,0;1,044875e+06;231,23;230,03;0,00;0;0;
"P2/PRAHA - NO/2013/788";10;2;742887,0;1,044883e+06;230,43;229,43;0,00;0;0;
"P2/PRAHA - NO/2013/788";11;1;742876,0;1,044874e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";11;2;742876,0;1,044882e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";12;1;742867,0;1,044873e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";12;2;742868,0;1,044876e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";13;1;742869,0;1,044875e+06;231,23;229,80;0,00;0;0;
"P2/PRAHA - NO/2013/788";13;2;742867,0;1,044876e+06;231,38;229,80;0,00;0;0;
"P2/PRAHA - NO/2013/788";13;3;742868,0;1,044878e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";13;4;742870,0;1,044876e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";14;1;742869,0;1,044877e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/788";14;2;742870,0;1,044882e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/915";1;1;743405,7;1,045192e+06;192,50;190,80;0,00;0;0;
"P2/PRAHA - NO/2013/915";2;2;743398,2;1,04517e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/915";2;3;743398,3;1,045151e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/915";3;4;743397,7;1,045111e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/915";3;5;743385,5;1,045068e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/915";4;6;743317,5;1,045e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/915";4;7;743284,1;1,044962e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - NO/2013/915";5;8;743263,9;1,044934e+06;190,20;188,12;188,54;0;0;
"P2/PRAHA - NO/2013/915";5;9;743233,4;1,044862e+06;190,50;188,40;187,92;0;0;
"P2/PRAHA - VY/2012/450";1;1;743117,0;1,045436e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - VY/2012/450";1;2;743122,0;1,045434e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - VY/2012/450";1;3;743146,0;1,045427e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - VY/2012/450";1;4;743164,0;1,045414e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - VY/2012/450";1;5;743171,0;1,045407e+06;0,00;0,00;0,00;0;0;
"P2/PRAHA - VY/2012/450";1;6;743183,0;1,045391e+06;203,70;202,40;203,22;1;0;
"P2/PRAHA - VY/2012/450";1;7;743185,0;1,045388e+06;203,26;201,96;202,12;1;0;
"P2/PRAHA - VY/2012/450";2;1;743187,0;1,045386e+06;203,05;201,16;202,35;1;0;
"P2/PRAHA - VY/2012/450";2;2;743189,0;1,045383e+06;203,01;200,77;201,47;1;0;
